Date,Close,High,Low,Open,Volume
2023-03-27,13.11823844909668,13.220105873303693,12.92016302196351,13.078623579554893,39148700
2023-03-28,13.350271224975586,13.378567255983747,13.10126205029108,13.140876925472261,29091100
2023-03-29,13.525710105895996,13.604940942207962,13.282360333256458,13.418183236245495,49148600
2023-03-30,13.565322875976562,13.740761709566595,13.401203965156842,13.723783444547598,56116900
2023-03-31,13.271041870117188,13.706806589521255,13.135217894841887,13.582302538180725,59547800
2023-04-03,13.859606742858887,13.865266164701932,13.469115271083567,13.633235266258827,73931200
2023-04-04,13.735106468200684,14.012411738030172,13.638898429327218,13.938840313313888,57505700
2023-04-05,13.780377388000488,13.882244825225053,13.169173844077468,13.689828794784068,93626400
2023-04-06,13.582301139831543,13.819991452955566,13.554005110893286,13.774717158999767,29565400
2023-04-10,13.87092399597168,13.955813155034454,13.599278255201117,13.599278255201117,41455900
2023-04-11,14.521743774414062,14.54438146145554,13.938836286187982,13.978452238510567,80565000
2023-04-12,14.62926959991455,14.799047923085235,14.250097004037393,14.70283991877538,71563400
2023-04-13,14.731139183044434,14.765094636766687,14.600974631497714,14.629271742453266,38852800
2023-04-14,14.883940696716309,14.940533844648687,14.55570173401793,14.60097603647893,38421100
2023-04-17,15.115968704223633,15.16690241955591,14.833004098788454,14.849982363707314,49427100
2023-04-18,15.500801086425781,15.630965628194755,15.008443266452797,15.115969041733504,99478800
2023-04-19,15.002786636352539,15.455529667632792,14.968831178862652,15.370640484195812,73217800
2023-04-20,15.104652404785156,15.268771330548473,14.878280914374852,15.008444386432725,54738400
2023-04-24,15.39327621459961,15.42723166776408,14.99712530312467,15.053718444681719,43820900
2023-04-25,15.331021308898926,15.563052182354639,15.121627040953312,15.37063617810977,53854100
2023-04-26,15.138606071472168,15.404592406378189,15.138606071472168,15.348000350024263,40249400
2023-04-27,14.770750045776367,15.381953443836293,14.663223212208901,15.195196879968654,115632700
2023-04-28,15.108733177185059,15.331856948817448,14.758107849315067,15.044983007032938,81138500
2023-05-02,14.49673080444336,15.134229966728116,14.432980645028254,15.108730632521967,67911100
2023-05-03,14.445730209350586,14.656104873916544,14.29273056384199,14.407480601956712,51133700
2023-05-04,14.675232887268066,14.90473178825096,14.413858294528307,14.592357304633522,57854400
2023-05-05,15.299983024597168,15.408357952992068,14.777233799139443,14.853733033339722,83365200
2023-05-08,15.625105857849121,15.701605082492899,15.43385536437317,15.586856245527231,59352300
2023-05-09,15.676107406616211,15.80998167188896,15.452982415228254,15.561357341563355,33978200
2023-05-10,15.637856483459473,15.822730627091811,15.510356151625716,15.676106096636287,41500700
2023-05-11,16.21160316467285,16.243477634984874,15.255354464115033,15.382853561296216,136878100
2023-05-12,16.73435401916504,17.0467284816108,16.24347934277889,16.307229506038546,117237500
2023-05-15,16.358230590820312,16.670605076130705,16.19248064058623,16.613230046590704,81996700
2023-05-16,16.7662296295166,17.231605001709553,16.62598023358355,16.64510564863805,117782700
2023-05-17,16.358230590820312,17.059480006138873,16.26260594689808,16.957480223830718,107129200
2023-05-18,16.453857421875,16.479357978808366,16.16060831274218,16.313608006541934,63010500
2023-05-19,16.428354263305664,16.689728831467853,16.345478688464073,16.625978669881984,69245500
2023-05-22,16.33272933959961,16.581353627854224,16.256228903864944,16.498478054480568,38010200
2023-05-23,16.73435401916504,16.849104069845772,16.26897989445604,16.351854255540335,58285300
2023-05-24,16.989355087280273,17.148729902763076,16.606855286934874,16.734355625694455,54796400
2023-05-25,16.86185646057129,17.110480790940933,16.6961065016804,17.08498023606539,49182700
2023-05-26,17.084978103637695,17.15510340485951,16.9128542434446,17.09135324156088,39866600
2023-05-29,17.014854431152344,17.09772879429794,16.931978852073485,17.053104043686215,17977100
2023-05-30,16.823604583740234,17.084979175319834,16.740730217406856,17.03397928466853,45736700
2023-05-31,16.65148162841797,16.80448130878536,16.492106809376935,16.747106276655916,49207600
2023-06-01,17.186981201171875,17.21248175779445,16.676982228055056,16.766231744367133,63148200
2023-06-02,17.327228546142578,17.594978260257065,17.282603796445702,17.486603347021838,39919300
2023-06-05,17.512102127075195,17.569477150845408,17.35910246899902,17.556728091288957,39321700
2023-06-06,17.881853103637695,18.009353437355124,17.346353647517784,17.499354534352015,75426600
2023-06-07,18.404603958129883,18.525727940655553,18.12410394651606,18.26435334435631,82330400
2023-06-09,19.303478240966797,19.37360233349656,18.500229018698427,18.551228911417052,80442400
2023-06-12,19.64134979248047,19.75609984174999,19.15047633806439,19.265225171400697,119350400
2023-06-13,19.603023529052734,19.86113622246883,19.419626951975122,19.86113622246883,79174900
2023-06-14,20.445287704467773,20.445287704467773,19.616607450615252,19.657363109221595,98326000
2023-06-15,19.96302604675293,20.954725210866528,19.888309918179957,20.513215868077303,120579500
2023-06-16,20.132837295532227,20.323026512231063,19.725291009911643,19.85434672909774,94572000
2023-06-19,20.662649154663086,20.689818302278415,20.071704971222694,20.126044562011394,34573900
2023-06-20,20.764535903930664,20.88680030814568,20.309441341329233,20.581139297608136,55605300
2023-06-21,21.63397216796875,21.73585874673243,20.95472658213336,21.009066177177864,89294300
2023-06-22,21.36227035522461,21.525289111073413,21.11094896356735,21.36906166977181,43455800
2023-06-23,20.48604393005371,21.246799450952732,20.302647336324757,21.192459863428372,76023400
2023-06-26,20.947933197021484,21.090574142910057,20.458876859685972,20.458876859685972,53635000
2023-06-27,20.784914016723633,21.192461604415875,20.608310018871727,21.009064995620655,48399600
2023-06-28,20.98189353942871,21.178875360605783,20.750949960731873,20.771327792578536,36794600
2023-06-29,21.076990127563477,21.138122331417748,20.893593516000664,21.056612294426024,32071800
2023-06-30,20.058122634887695,21.11095277569439,19.915480388038564,21.05661318059904,104262900
2023-07-03,20.431705474853516,20.499630286912847,20.187176669663135,20.187176669663135,31266900
2023-07-04,20.479249954223633,20.642268705927513,20.350192956623854,20.350192956623854,18308000
2023-07-05,20.45207977294922,20.750946821472176,20.146418819280502,20.48604152533116,53585500
2023-07-06,20.139629364013672,20.377365554595556,19.800006604770413,20.27547898593418,47685700
2023-07-07,20.03774642944336,20.513218896839888,19.94265245418735,20.21435045174612,55533500
2023-07-10,20.071704864501953,20.153214898030637,19.704912952517965,19.772837764532195,25590200
2023-07-11,19.800006866455078,20.058120892403778,19.69812029644713,20.058120892403778,40877000
2023-07-12,19.813589096069336,20.221136610119135,19.793211266921606,19.833966925217066,40181800
2023-07-13,20.12604522705078,20.187177430652856,19.725291541465502,19.745668078960808,35886500
2023-07-14,19.732080459594727,20.092081026451467,19.60302475261036,20.03774144046912,34451100
2023-07-17,19.691326141357422,19.7592509478882,18.984911521887927,19.297363818148416,52160800
2023-07-18,19.5826473236084,19.83396872365422,19.501137295184414,19.698119108133568,35640400
2023-07-19,19.76604461669922,19.7864211528592,19.40604402969623,19.569062796766072,46517700
2023-07-20,19.786418914794922,19.935853739374704,19.616607556359973,19.745664551526733,33177100
2023-07-21,20.16000747680664,20.28227187912669,19.78642165910004,19.80000688059294,52059200
2023-07-24,20.581138610839844,20.65585603215758,20.214346705992252,20.241515852934512,45268100
2023-07-25,21.056612014770508,21.09057377399046,20.513216093902884,20.716989240338727,56261000
2023-07-26,21.056612014770508,21.20604556911959,20.80529059164544,21.02265025555056,45880200
2023-07-27,19.96302604675293,20.981894358831774,19.956233435872104,20.954725210866528,86471900
2023-07-28,20.214345932006836,20.34340293782565,19.91547755373725,19.990194972194136,43608600
2023-07-31,21.131328582763672,21.1584977299262,20.581138777694783,20.581138777694783,91290800
2023-08-01,20.784914016723633,21.117744179597512,20.3434046698729,21.117744179597512,75752400
2023-08-02,20.737361907958984,20.77132365871977,20.241511796170425,20.723776689431574,62068400
2023-08-03,21.002269744873047,21.144910670079657,20.798496624418483,21.009062354962584,57304400
2023-08-04,20.377365112304688,21.15170457199371,20.20076112586442,20.852837483148324,120685800
2023-08-07,20.506420135498047,20.716985858516935,20.282269192785588,20.282269192785588,44984900
2023-08-08,20.526796340942383,20.642268115373838,20.187173627386073,20.316230621293666,34771300
2023-08-09,20.6898136138916,20.866417567825287,20.48604051849921,20.520002269212025,48561500
2023-08-10,20.80529022216797,20.961517680256307,20.45887613849056,20.581139246845975,54020200
2023-08-11,20.75774383544922,21.083782687060882,20.486045872071237,20.791706890595268,39403200
2023-08-14,20.812082290649414,20.88000710167103,20.560762174094855,20.703403111238035,27992700
2023-08-15,20.961515426635742,21.837742696771645,20.954722816531056,21.769816595724784,87366200
2023-08-16,21.423402786254883,21.72226986081939,20.975099583292277,21.056609609892185,74461000
2023-08-17,21.355480194091797,21.864913054815602,21.267177548157097,21.566045949265376,57570600
2023-08-18,21.409818649291992,21.51849782655272,21.17887507372344,21.33510122909099,45579700
2023-08-21,21.260385513305664,21.756234461254024,21.03623453029078,21.532084773797234,42236900
2023-08-22,21.584257125854492,21.584257125854492,21.323355685424765,21.506691578305105,31372200
2023-08-23,22.733631134033203,22.733631134033203,21.92272204185509,22.000287586832126,95507400
2023-08-24,22.698373794555664,23.072098476251714,22.451576760319913,22.754786082315796,49332300
2023-08-25,22.543241500854492,22.895811534959552,22.423368092741615,22.832349063314922,34079000
2023-08-28,22.79709243774414,22.80414262788659,22.465677013451472,22.634908475726235,24956100
2023-08-29,22.846452713012695,22.916965376678966,22.557345143221017,22.846452713012695,40607500
2023-08-30,23.001583099365234,23.057995387083217,22.775939328265164,22.853504878934423,34637900
2023-08-31,22.5220890045166,23.121456065419473,22.479779792022615,23.065043782094158,48971500
2023-09-01,23.008634567260742,23.05094109056516,22.53619110123721,22.712475454700993,50089200
2023-09-04,22.76888656616211,23.0720958536928,22.712474284814245,23.04388971301887,21667400
2023-09-05,23.530433654785156,23.61505207723714,22.719527280429272,22.754783611508113,75082900
2023-09-06,23.63620376586914,23.83364135868763,23.424663103579977,23.516329020311154,57856500
2023-09-08,23.551591873168945,23.741976617304324,23.452870370802216,23.608001470349752,39074100
2023-09-11,23.530433654785156,23.7560774015525,23.50223020385347,23.600949006828476,30276200
2023-09-12,23.643253326416016,23.819537655279568,23.615049878110742,23.657356395511346,31963000
2023-09-13,23.290687561035156,23.763131019800106,23.290687561035156,23.72787468762618,47685700
2023-09-14,23.88300132751465,23.974669936321472,23.34004524440581,23.34004524440581,46502100
2023-09-15,23.897104263305664,23.96761961194835,23.699666666877157,23.883001193577126,54801500
2023-09-18,24.06633949279785,24.475317773781477,23.868899197601895,23.974670880381357,52363400
2023-09-19,24.122753143310547,24.41185940968301,24.02403432404474,24.122753143310547,43247200
2023-09-20,24.179161071777344,24.4048048150696,23.981720778982424,24.080442270322685,39102300
2023-09-21,23.805437088012695,24.179161733602015,23.713771164087515,23.97467124505691,60109400
2023-09-22,23.995826721191406,24.10864860634098,23.84069831028944,23.98877653019465,31020500
2023-09-25,24.150957107543945,24.207369393392902,23.925313343919804,23.93941641538204,26767200
2023-09-26,23.59389877319336,24.038136126296347,23.59389877319336,23.974673647281634,60687500
2023-09-27,24.341341018676758,24.341341018676758,23.819538209548973,23.875950487242985,53708700
2023-09-28,24.2919864654541,24.355448945574153,24.1227522885053,24.2919864654541,30765000
2023-09-29,24.425960540771484,24.461216874865833,24.150957368995318,24.32724172935295,40227600
2023-10-02,24.059289932250977,24.51763036768728,23.925314780146,24.362499262176037,34403400
2023-10-03,23.953516006469727,24.13685052906919,23.71376920621784,23.953516006469727,37947300
2023-10-04,23.001583099365234,23.770183035264207,22.83940180700493,23.692617484594944,88895900
2023-10-05,23.079147338867188,23.22722555088541,22.768887843702462,22.924016246341935,35342000
2023-10-06,23.6291561126709,23.84774970298835,22.797096348943494,22.987481104194693,48132800
2023-10-09,24.644554138183594,24.736222758820215,24.045185698495978,24.080444722507973,77528400
2023-10-10,24.82788848876953,24.919557108664762,24.49647572280129,24.609297605023936,48326500
2023-10-11,24.764427185058594,24.856095809296413,24.320192515823113,24.778530257240256,41578500
2023-10-13,25.58238410949707,25.63879639285889,25.229815408142873,25.236868288505963,66943700
2023-10-16,25.864439010620117,25.949054742060966,25.356739242203805,25.667001407296265,49626600
2023-10-17,26.562524795532227,26.562524795532227,25.82918393753202,25.8785433407661,68814800
2023-10-18,27.161890029907227,27.22535249663143,26.73175583209711,26.788168109134368,85931700
2023-10-19,27.034971237182617,27.126639863247064,26.738812095238266,27.049074309645306,56016600
2023-10-20,26.689451217651367,27.401641543446953,26.365088638519655,27.281766779054696,66242400
2023-10-23,24.926607131958008,25.949056945790137,24.863144655516404,25.80097873072167,104499100
2023-10-24,25.300329208374023,25.518920068260698,24.799679638888307,25.138147938498715,78634900
2023-10-25,25.434303283691406,25.582381477452564,25.208659553230945,25.44135616332886,32846500
2023-10-26,25.173402786254883,25.335584046580788,24.785577799398553,25.279171770005483,47858600
2023-10-27,24.990068435668945,25.709308904959414,24.799681015278612,25.533024555326037,45843100
2023-10-30,24.736221313476562,25.187508819648215,24.581090224522917,25.08879001390888,31346900
2023-10-31,24.49647331237793,24.806732785489597,24.32018897063334,24.68685803436277,36965200
2023-11-01,24.764427185058594,25.060586321101557,24.609298770832257,24.693914514036255,46335300
2023-11-03,25.06058120727539,25.307378195378504,24.7150627340456,25.23686553874488,30959700
2023-11-06,25.039430618286133,25.476617790631717,25.039430618286133,25.201614605054143,33583600
2023-11-07,24.623403549194336,24.9759723470228,24.440068957873578,24.72917526449746,48919900
2023-11-08,24.094545364379883,24.538782710845588,23.911210811013188,24.397754682932646,59742900
2023-11-09,24.59519386291504,24.785581288328387,24.228522083217378,24.32724089123487,56231100
2023-11-10,24.48237419128418,24.722121042323657,24.334293276020073,24.440064974082144,40004800
2023-11-13,25.16635513305664,25.208664349274507,24.447114596668648,24.454167477647935,44120000
2023-11-14,25.511873245239258,25.55418246074586,25.025329371399916,25.166354709983437,50888600
2023-11-16,25.06763458251953,25.730465474602457,25.03237824972243,25.370843886369006,72361200
2023-11-17,25.885595321655273,26.03367354159935,25.258023417228173,25.265076298112703,87666300
2023-11-20,25.90675163269043,26.245217292908674,25.57533616356829,25.927904895864707,67796900
2023-11-21,25.638792037963867,25.765716964083314,25.321479722665252,25.765716964083314,49597800
2023-11-22,25.764284133911133,25.764284133911136,25.097461189306742,25.573764490583706,58578300
2023-11-23,25.771608352661133,25.83023149638531,25.507812591818368,25.74229957610439,24068100
2023-11-24,25.84488868713379,26.24791303857548,25.434535044675513,25.632383972540815,53456200
2023-11-27,25.698331832885742,25.940148104163182,25.463844852116576,25.64703798054907,36996000
2023-11-28,26.086700439453125,26.101356225203006,25.756955043649373,25.771608034093944,36875900
2023-11-29,25.815576553344727,26.401794033200048,25.603071843364223,26.30653561449605,37528600
2023-11-30,26.313858032226562,26.32118452664325,25.82290184246347,25.9841098773756,58808800
2023-12-01,26.137998580932617,26.379814892527556,26.035410859155046,26.17463944897241,36388100
2023-12-04,25.581090927124023,26.050064936045832,25.537123565548008,25.9694595041426,35601900
2023-12-05,25.463848114013672,25.77161126745791,25.412554255106297,25.588418115558532,43234200
2023-12-06,24.54787826538086,25.5004819375137,24.54787826538086,25.317288816130265,64179200
2023-12-07,24.4892578125,25.046166527997578,24.210806250056716,24.657797962538705,64723900
2023-12-08,25.273326873779297,25.309964942789883,24.533225021360288,24.70176237505336,53290700
2023-12-11,25.17806625366211,25.419879751096133,25.090134326895697,25.25134239341653,30613300
2023-12-12,24.972890853881836,25.35393013539529,24.76771263079126,25.317292065477332,30371500
2023-12-13,25.33194351196289,25.368581575603045,25.016851133108442,25.06814498126567,38992900
2023-12-14,25.881526947021484,26.189292879959496,25.529796448881985,25.64703994826182,57950000
2023-12-15,25.94015121459961,26.225932081972914,25.647041055839193,25.852216489788102,56570100
2023-12-18,26.262569427490234,26.599644144039107,26.072049786273002,26.196619783356276,44474300
2023-12-19,26.563003540039062,26.563003540039062,26.24058464131125,26.35049884084548,32183000
2023-12-20,26.65826416015625,26.92206270569782,26.59231452377086,26.650934869832746,38947900
2023-12-21,26.665592193603516,26.878096900361594,26.431105205217154,26.870767609615235,30511900
2023-12-22,26.92206573486328,26.966030300530104,26.65093786849196,26.74619908627933,31234700
2023-12-26,27.354398727416992,27.383707502942862,26.988012477943773,27.00999475841449,23466800
2023-12-27,27.376386642456055,27.427680504315113,27.207849268446886,27.347075065592072,19588500
2023-12-28,27.288450241088867,27.376382161983884,27.141895176060263,27.281120950419485,21421900
2024-01-02,27.684146881103516,27.764752311288245,27.40569531630877,27.435004094762327,24043800
2024-01-03,28.54882049560547,28.66606400254675,27.60354314853196,27.698804371454777,52300200
2024-01-04,28.307004928588867,28.834599273834723,28.21907020829331,28.66606191955982,45344900
2024-01-05,28.372955322265625,28.680718465530894,28.14579481511347,28.482869532586548,35783700
2024-01-08,28.160451889038086,28.160451889038086,27.559578566848355,28.1238138172569,35158100
2024-01-09,27.91863250732422,28.394935773911996,27.867338653421584,28.33631262927733,27279000
2024-01-10,27.662168502807617,28.04321062954128,27.486301830735957,27.91863782113512,27382000
2024-01-11,27.896648406982422,27.955271547795075,27.625523368986908,27.83069877122079,26564400
2024-01-12,27.96993064880371,28.380284338234276,27.96993064880371,28.21174696453221,24479500
2024-01-15,28.270370483398438,28.299679265281853,27.742773275214997,27.838034503427195,13818300
2024-01-16,27.91863250732422,28.424247346229325,27.903979516470944,28.292348066106722,31277700
2024-01-17,27.757423400878906,27.955272313583553,27.713456044065005,27.823373038447123,27577300
2024-01-18,27.64750862121582,27.94794526191427,27.522938626555604,27.94794526191427,22987200
2024-01-19,27.500951766967773,27.772079611848262,27.281120570141827,27.706129973269945,31745200
2024-01-22,27.625526428222656,27.706131858113654,27.281122426072212,27.478971355266797,22753700
2024-01-23,27.96993064880371,28.116485737550757,27.427680454337207,27.728117128381033,32498500
2024-01-24,27.757423400878906,28.24105314461072,27.676817977706058,28.057860017510713,25415300
2024-01-25,28.783302307128906,28.783302307128906,27.940615626830592,28.035874037230492,48655300
2024-01-26,29.281591415405273,29.376852632805946,28.5121807709981,28.651406553887128,41378200
2024-01-29,29.72858238220215,29.743238168763195,29.186332255970754,29.310902248781453,30547500
2024-01-30,29.545387268066406,29.8531531746636,29.347538355676487,29.435470273859135,34829000
2024-01-31,29.86780548095703,30.21953873624338,29.442798890052618,29.47943695551426,57978900
2024-02-01,30.461355209350586,30.68851571010902,29.801858784765134,29.88246421391508,61629200
2024-02-02,30.06565284729004,30.615232186952255,30.058326352695442,30.46867993261972,36485600
2024-02-05,30.197555541992188,30.541959528459014,29.992380126380656,30.05100047571021,27703000
2024-02-06,30.476009368896484,31.032915256908375,30.241522384964604,30.373421662839455,35474600
2024-02-07,30.92300796508789,30.92300796508789,30.351443368149482,30.424722314067722,30648100
2024-02-08,30.673858642578125,31.10619454835222,30.673858642578125,30.996277550409253,25589100
2024-02-09,30.263507843017578,31.01826552237604,30.263507843017578,30.879036939278862,30388000
2024-02-14,30.03635025024414,30.33678690589537,29.941089029094538,30.11695288858003,18315300
2024-02-15,30.996274948120117,30.996274948120117,29.933754306661626,30.05099779014845,33246400
2024-02-16,31.282060623168945,31.42861569911682,30.820415907595663,30.84239819063089,37268900
2024-02-19,31.43593978881836,31.46524856291393,31.186797039522784,31.333349295915973,12826700
2024-02-20,31.10619354248047,31.377318587919024,30.849721487342133,31.340680521557914,42375400
2024-02-21,31.150161743164062,31.304046112346988,30.871710170044807,31.106197176516606,20873800
2024-02-22,30.915672302246094,31.27473207499138,30.629891460318927,31.267402784256873,32162800
2024-02-23,30.70317268371582,30.9523154764899,30.490667961433832,30.879036540200115,43924500
2024-02-26,31.282060623168945,31.311372197419633,30.651878548612558,30.703172405898478,25885700
2024-02-27,31.238096237182617,31.377322022717653,31.05490309001808,31.28939009476424,27678100
2024-02-28,29.62599754333496,31.465255607797502,29.186335085107363,31.15749244609933,112322000
2024-02-29,29.413488388061523,30.219539834025017,29.200983687237077,29.743236579805437,61899800
2024-03-01,29.442798614501953,29.93375483676462,29.413487044284878,29.56736859496674,31248500
2024-03-04,29.36952781677246,29.860484128176108,29.325560453463872,29.50875360762446,21988000
2024-03-05,29.281591415405273,29.58202805923305,29.025122132371393,29.384179128618825,30293300
2024-03-06,29.926435470581055,29.926435470581055,29.39151176556964,29.457461416615203,45481000
2024-03-07,29.5966796875,29.999703987911907,29.51607426835659,29.779872805442242,50199800
2024-03-08,26.892749786376953,27.156548318689357,25.720312175577945,26.306532378629996,230369800
2024-03-11,26.123342514038086,27.65483725467118,25.86687044446855,26.1379955051628,127528700
2024-03-12,26.980688095092773,27.28112476249494,26.497058269633047,26.63628406344672,76139100
2024-03-13,26.65826416015625,27.354398589712,26.60697030911264,27.039306193126823,45140600
2024-03-14,26.5410213470459,27.05395987051407,26.489727494699082,26.922063389697474,39983400
2024-03-15,26.61429786682129,26.709559077693953,26.335843524819452,26.599642080894313,59362500
2024-03-18,26.628957748413086,26.907412133242573,26.01342862133545,26.680251609394073,35326100
2024-03-19,26.431102752685547,27.00266438442915,26.057390023154376,26.665589719313953,48540800
2024-03-20,26.892749786376953,26.922061355590575,26.240582745551894,26.54834583637964,39017900
2024-03-21,26.159976959228516,27.156547936007513,26.14532117482823,27.00266359745704,47220200
2024-03-22,26.41645050048828,26.541023290527683,25.962132291303625,26.3065362925417,34426800
2024-03-25,26.819477081298828,26.988017245699762,26.497058131113125,26.511713919117803,26951500
2024-03-26,26.570331573486328,26.870768208761877,26.504381931825574,26.870768208761877,24837800
2024-03-27,26.7828369140625,26.863442344130632,26.467744484871897,26.58498798443313,19995700
2024-03-28,27.376386642456055,27.493630154606166,26.724219431414454,26.74620171640953,31958200
2024-04-01,27.588891983032227,27.632856553980538,27.26647022111321,27.478974965049673,23697800
2024-04-02,28.2996768951416,28.3216619738452,27.6768213062169,27.71345937698207,45930700
2024-04-03,28.153118133544922,28.585454020745523,28.006565869657468,28.358296334536814,31437200
2024-04-04,27.830699920654297,28.929858698540986,27.427675594490243,28.18975968469829,165566800
2024-04-05,27.91863250732422,28.263036493789393,27.2371538251259,27.77208023634834,65469200
2024-04-08,28.307004928588867,28.622097354717535,27.647508502899672,27.867339713027572,36384400
2024-04-09,28.380285263061523,28.680721946895666,27.889328914361837,28.504858070913,36989300
2024-04-10,29.01046371459961,29.1130514185099,28.328985058275205,28.38027891023035,55821500
2024-04-11,28.797964096069336,29.13503883846211,28.724687950438135,29.01779532826872,33195300
2024-04-12,28.534160614013672,29.347538549669277,28.35829677648588,29.10572507424224,39613500
2024-04-15,28.805288314819336,28.907876018758266,28.307002785425738,28.53416047406042,28692000
2024-04-16,28.93718910217285,29.09839716165618,28.541491256039766,28.58545581985093,37303000
2024-04-17,29.149690628051758,29.27426341290351,28.827271718074076,28.93718871674883,39221700
2024-04-18,29.20098304748535,29.74323592817373,29.054430783525753,29.310900040760302,45078800
2024-04-19,29.699270248413086,30.09496809217491,29.19365820047659,29.347539763504383,80546900
2024-04-22,30.410062789916992,30.476012435490482,29.691945979953218,29.867809837945444,51775500
2024-04-23,30.3514404296875,30.50532480356457,30.014365697015243,30.33678743722844,35456900
2024-04-24,30.212207794189453,30.769116421857543,30.197552009745024,30.44669475469021,45388300
2024-04-25,30.937654495239258,31.128174106995974,30.102294328919974,30.336781295069066,66372400
2024-04-26,31.37458610534668,31.47251191258312,30.9376757398482,31.103400757599825,31899100
2024-04-29,31.751230239868164,31.751230239868164,31.125997065887155,31.246523561963475,27886000
