,Retorno Anual (%),Volatilidade Anual (%),Sharpe Ratio,Max Drawdown (%),Assimetria,Curtose
PETR4,0.4645178297807795,28.93154937258602,-0.35551093506126535,-45.52064255932462,-0.4949041035461145,9.992594171568559
VALE3,-1.028596882773223,36.138741794175914,-0.32592714350313795,-62.87653617247735,-0.6219171483807815,12.549051793847827
ITUB4,8.696310592275173,30.593170679127784,-0.06712901481394858,-49.873064123731204,-0.717460729539603,10.457878916845058
BBDC4,21.125261085023457,42.779892422151626,0.24252658194276097,-69.59165946446129,-2.323936844110267,30.96911326173743
ABEV3,14.68877755090511,35.184154882169025,0.11194748215769261,-47.4466433009719,0.4068844855640367,10.385375897622138
